habitat,site,site_unqiue,depth,date,trip,quadrat,quadrat2,square,depth_mm,number_pieces,piece,widest_span_mm,remove_for_size,morphology_simple,stable,bound,number_bound_to_it,total_pieces_bound,binder_1,binder_2,binder_3,
West,1,4,6-7m,4/4/2019,2019,5,5,NA,NA,NA,6,122,no,Other,No,No,NA,NA,NA,NA,NA,
West,1,4,6-7m,4/4/2019,2019,5,5,NA,NA,NA,7,35,no,Unbranched,No,No,NA,NA,NA,NA,NA,
West,1,4,6-7m,4/4/2019,2019,5,5,NA,NA,NA,8,80,no,Branched,No,Yes,1,2,sponge,turf,NA,
West,1,4,6-7m,4/4/2019,2019,5,5,NA,NA,NA,9,99,no,Branched,No,Yes,1,2,sponge,NA,NA,
West,1,4,6-7m,4/4/2019,2019,5,5,NA,NA,NA,10,111,no,Branched,No,Yes,3,4,macroalgae,NA,NA,
West,1,4,6-7m,4/4/2019,2019,5,5,NA,NA,NA,11,62,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,4,6-7m,4/4/2019,2019,5,5,NA,NA,NA,12,47,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,4,6-7m,4/4/2019,2019,5,5,NA,NA,NA,13,48,no,Branched,No,Yes,2,3,cca,sponge,NA,
West,1,4,6-7m,4/4/2019,2019,5,5,NA,NA,NA,14,62,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,4,6-7m,4/4/2019,2019,5,5,NA,NA,NA,15,84,no,Other,No,No,NA,NA,NA,NA,NA,
West,1,4,6-7m,4/4/2019,2019,5,5,NA,NA,NA,16,151,no,Other,No,No,NA,NA,NA,NA,NA,
West,1,4,6-7m,4/4/2019,2019,6,6,NA,NA,NA,1,71,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,4,6-7m,4/4/2019,2019,6,6,NA,NA,NA,2,74,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,4,6-7m,4/4/2019,2019,6,6,NA,NA,NA,3,132,no,Branched,No,Yes,1,2,cca,old_cemented,ascidian,
West,1,4,6-7m,4/4/2019,2019,6,6,NA,NA,NA,4,83,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,4,6-7m,4/4/2019,2019,6,6,NA,NA,NA,5,91,no,Branched,No,Yes,1,2,macroalgae,NA,NA,
West,1,4,6-7m,4/4/2019,2019,6,6,NA,NA,NA,6,61,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,4,6-7m,4/4/2019,2019,6,6,NA,NA,NA,7,39,no,Branched,No,Yes,1,2,sponge,NA,NA,
West,1,4,6-7m,4/4/2019,2019,6,6,NA,NA,NA,8,72,no,Branched,No,Yes,1,2,sponge,NA,NA,
West,1,4,6-7m,4/4/2019,2019,6,6,NA,NA,NA,9,90,no,Unbranched,No,No,NA,NA,NA,NA,NA,
West,1,4,6-7m,4/4/2019,2019,6,6,NA,NA,NA,10,13,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,4,6-7m,4/4/2019,2019,6,6,NA,NA,NA,11,90,no,Unbranched,No,Yes,1,2,sponge,macroalgae,NA,
West,1,4,6-7m,4/4/2019,2019,6,6,NA,NA,NA,12,39,no,Unbranched,No,No,NA,NA,NA,NA,NA,
West,1,4,6-7m,4/4/2019,2019,6,6,NA,NA,NA,13,185,no,Branched,Yes,Yes,4,5,macroalgae,sponge,NA,
West,1,4,6-7m,4/4/2019,2019,6,6,NA,NA,NA,14,61,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,4,6-7m,4/4/2019,2019,6,6,NA,NA,NA,15,130,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,4,6-7m,4/4/2019,2019,6,6,NA,NA,NA,16,122,no,Branched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,4/4/2019,2019,5,5,NA,NA,NA,1,60,no,Unbranched,No,Yes,2,3,sponge,NA,NA,
West,2,5,6-7m,4/4/2019,2019,5,5,NA,NA,NA,2,33,no,Unbranched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,4/4/2019,2019,5,5,NA,NA,NA,3,53,no,Branched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,4/4/2019,2019,5,5,NA,NA,NA,4,54,no,Other,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,4/4/2019,2019,5,5,NA,NA,NA,5,56,no,Unbranched,No,Yes,1,2,macroalgae,NA,NA,
West,2,5,6-7m,4/4/2019,2019,5,5,NA,NA,NA,6,119,no,Other,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,4/4/2019,2019,5,5,NA,NA,NA,7,43,no,Branched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,4/4/2019,2019,5,5,NA,NA,NA,8,61,no,Branched,No,Yes,1,2,sponge,NA,NA,
West,2,5,6-7m,4/4/2019,2019,5,5,NA,NA,NA,9,78,no,Other,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,4/4/2019,2019,5,5,NA,NA,NA,10,43,no,Branched,No,Yes,1,2,sponge,NA,NA,
West,2,5,6-7m,4/4/2019,2019,5,5,NA,NA,NA,11,50,no,Unbranched,No,Yes,2,3,sponge,NA,NA,
West,2,5,6-7m,4/4/2019,2019,5,5,NA,NA,NA,12,92,no,Branched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,4/4/2019,2019,5,5,NA,NA,NA,13,68,no,Branched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,4/4/2019,2019,5,5,NA,NA,NA,14,142,no,Branched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,4/4/2019,2019,5,5,NA,NA,NA,15,87,no,Branched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,4/4/2019,2019,5,5,NA,NA,NA,16,98,no,Branched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,6,6,NA,NA,NA,1,45,no,Other,No,Yes,2,3,macroalgae,NA,NA,
West,2,5,6-7m,5/4/2019,2019,6,6,NA,NA,NA,2,61,no,Branched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,6,6,NA,NA,NA,3,111,no,Other,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,6,6,NA,NA,NA,4,39,no,Branched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,6,6,NA,NA,NA,5,91,no,Branched,No,Yes,2,3,macroalgae,NA,NA,
West,2,5,6-7m,5/4/2019,2019,6,6,NA,NA,NA,6,42,no,Unbranched,No,Yes,2,3,cca,NA,NA,
West,2,5,6-7m,5/4/2019,2019,6,6,NA,NA,NA,7,43,no,Other,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,6,6,NA,NA,NA,8,96,no,Branched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,6,6,NA,NA,NA,9,83,no,Branched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,6,6,NA,NA,NA,10,103,no,Branched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,6,6,NA,NA,NA,11,113,no,Branched,No,Yes,1,2,sponge,NA,NA,
West,2,5,6-7m,5/4/2019,2019,6,6,NA,NA,NA,12,43,no,Other,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,6,6,NA,NA,NA,13,54,no,Unbranched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,6,6,NA,NA,NA,14,61,no,Branched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,6,6,NA,NA,NA,15,45,no,Unbranched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,6,6,NA,NA,NA,16,136,no,Branched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,7,7,NA,NA,NA,1,74,no,Other,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,7,7,NA,NA,NA,2,69,no,Branched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,7,7,NA,NA,NA,3,52,no,Unbranched,No,Yes,1,2,cca,NA,NA,
West,2,5,6-7m,5/4/2019,2019,7,7,NA,NA,NA,4,42,no,Branched,No,Yes,1,2,sponge,NA,NA,
West,2,5,6-7m,5/4/2019,2019,7,7,NA,NA,NA,5,64,no,Unbranched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,7,7,NA,NA,NA,6,58,no,Branched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,7,7,NA,NA,NA,7,46,no,Unbranched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,7,7,NA,NA,NA,8,29,no,Unbranched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,7,7,NA,NA,NA,9,31,no,Other,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,7,7,NA,NA,NA,10,95,no,Branched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,7,7,NA,NA,NA,11,93,no,Branched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,7,7,NA,NA,NA,12,53,no,Branched,No,Yes,1,2,sponge,NA,NA,
West,2,5,6-7m,5/4/2019,2019,7,7,NA,NA,NA,13,56,no,Branched,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,7,7,NA,NA,NA,14,86,no,Other,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,7,7,NA,NA,NA,15,43,no,Other,No,No,NA,NA,NA,NA,NA,
West,2,5,6-7m,5/4/2019,2019,7,7,NA,NA,NA,16,39,no,Unbranched,No,Yes,1,2,macroalgae,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,4,4,NA,NA,NA,1,69,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,4,4,NA,NA,NA,2,92,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,4,4,NA,NA,NA,3,32,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,4,4,NA,NA,NA,4,142,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,4,4,NA,NA,NA,5,95,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,4,4,NA,NA,NA,6,56,no,Unbranched,No,Yes,1,2,ascidian,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,4,4,NA,NA,NA,7,57,no,Other,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,4,4,NA,NA,NA,8,41,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,4,4,NA,NA,NA,9,81,no,Unbranched,No,Yes,4,5,cca,sponge,NA,
Southeast,1,10,6-7m,6/4/2019,2019,4,4,NA,NA,NA,10,89,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,4,4,NA,NA,NA,11,132,no,Unbranched,Yes,Yes,3,4,sponge,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,4,4,NA,NA,NA,12,58,no,Unbranched,No,Yes,1,2,macroalgae,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,4,4,NA,NA,NA,13,68,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,4,4,NA,NA,NA,14,69,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,4,4,NA,NA,NA,15,49,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,4,4,NA,NA,NA,16,44,no,Other,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,5,5,NA,NA,NA,1,74,no,Other,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,5,5,NA,NA,NA,2,105,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,5,5,NA,NA,NA,3,49,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,5,5,NA,NA,NA,4,30,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,5,5,NA,NA,NA,5,139,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,5,5,NA,NA,NA,6,53,no,Unbranched,No,Yes,1,2,unknown,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,5,5,NA,NA,NA,7,88,no,Branched,No,Yes,3,4,sponge,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,5,5,NA,NA,NA,8,12,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,5,5,NA,NA,NA,9,37,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,5,5,NA,NA,NA,10,32,no,Other,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,5,5,NA,NA,NA,11,73,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,5,5,NA,NA,NA,12,80,no,Other,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,5,5,NA,NA,NA,13,32,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,5,5,NA,NA,NA,14,91,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,5,5,NA,NA,NA,15,79,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,5,5,NA,NA,NA,16,55,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,6,6,NA,NA,NA,1,105,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,6,6,NA,NA,NA,2,54,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,6,6,NA,NA,NA,3,57,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,6,6,NA,NA,NA,4,65,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,6,6,NA,NA,NA,5,85,no,Branched,No,Yes,2,3,cca,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,6,6,NA,NA,NA,6,78,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,6,6,NA,NA,NA,7,88,no,Other,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,6,6,NA,NA,NA,8,136,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,6,6,NA,NA,NA,9,62,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,6,6,NA,NA,NA,10,138,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,6,6,NA,NA,NA,11,67,no,Branched,No,Yes,2,3,sponge,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,6,6,NA,NA,NA,12,36,no,Other,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,6,6,NA,NA,NA,13,102,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,6,6,NA,NA,NA,14,72,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,6,6,NA,NA,NA,15,36,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Southeast,1,10,6-7m,6/4/2019,2019,6,6,NA,NA,NA,16,92,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,5,5,NA,NA,NA,1,130,no,Other,Yes,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,5,5,NA,NA,NA,2,61,no,Other,No,Yes,1,2,macroalgae,NA,NA,
West,1,1,2-3m,8/4/2019,2019,5,5,NA,NA,NA,3,55,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,5,5,NA,NA,NA,4,155,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,5,5,NA,NA,NA,5,72,no,Unbranched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,5,5,NA,NA,NA,6,121,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,5,5,NA,NA,NA,7,71,no,Branched,Yes,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,5,5,NA,NA,NA,8,46,no,Unbranched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,5,5,NA,NA,NA,9,141,no,Unbranched,Yes,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,5,5,NA,NA,NA,10,94,no,Unbranched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,5,5,NA,NA,NA,11,332,no,Other,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,5,5,NA,NA,NA,12,107,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,5,5,NA,NA,NA,13,68,no,Branched,Yes,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,5,5,NA,NA,NA,14,95,no,Unbranched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,5,5,NA,NA,NA,15,82,no,Other,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,5,5,NA,NA,NA,16,141,no,Branched,Yes,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,6,6,NA,NA,NA,1,61,no,Unbranched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,6,6,NA,NA,NA,2,47,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,6,6,NA,NA,NA,3,79,no,Unbranched,Yes,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,6,6,NA,NA,NA,4,39,no,Other,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,6,6,NA,NA,NA,5,73,no,Unbranched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,6,6,NA,NA,NA,6,69,no,Unbranched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,6,6,NA,NA,NA,7,92,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,6,6,NA,NA,NA,8,87,no,Unbranched,Yes,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,6,6,NA,NA,NA,9,55,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,6,6,NA,NA,NA,10,40,no,Unbranched,No,Yes,1,2,macroalgae,NA,NA,
West,1,1,2-3m,8/4/2019,2019,6,6,NA,NA,NA,11,60,no,Unbranched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,6,6,NA,NA,NA,12,89,no,Unbranched,Yes,Yes,2,3,sponge,NA,NA,
West,1,1,2-3m,8/4/2019,2019,6,6,NA,NA,NA,13,88,no,Unbranched,Yes,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,6,6,NA,NA,NA,14,53,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,6,6,NA,NA,NA,15,95,no,Unbranched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,6,6,NA,NA,NA,16,56,no,Unbranched,Yes,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,7,7,NA,NA,NA,1,52,no,Unbranched,Yes,Yes,1,2,ascidian,NA,NA,
West,1,1,2-3m,8/4/2019,2019,7,7,NA,NA,NA,2,79,no,Unbranched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,7,7,NA,NA,NA,3,49,no,Unbranched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,7,7,NA,NA,NA,4,46,no,Unbranched,Yes,Yes,1,2,sponge,NA,NA,
West,1,1,2-3m,8/4/2019,2019,7,7,NA,NA,NA,5,69,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,7,7,NA,NA,NA,6,73,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,7,7,NA,NA,NA,7,155,no,Branched,Yes,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,7,7,NA,NA,NA,8,62,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,7,7,NA,NA,NA,9,59,no,Unbranched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,7,7,NA,NA,NA,10,82,no,Unbranched,Yes,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,7,7,NA,NA,NA,11,149,no,Branched,Yes,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,7,7,NA,NA,NA,12,42,no,Unbranched,Yes,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,7,7,NA,NA,NA,13,98,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,7,7,NA,NA,NA,14,63,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,7,7,NA,NA,NA,15,62,no,Unbranched,Yes,No,NA,NA,NA,NA,NA,
West,1,1,2-3m,8/4/2019,2019,7,7,NA,NA,NA,16,98,no,Unbranched,Yes,Yes,1,2,macroalgae,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,6,6,NA,NA,NA,1,59,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,6,6,NA,NA,NA,2,189,no,Branched,Yes,No,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,6,6,NA,NA,NA,3,121,no,Other,No,No,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,6,6,NA,NA,NA,4,76,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,6,6,NA,NA,NA,5,74,no,Unbranched,No,Yes,2,3,macroalgae,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,6,6,NA,NA,NA,6,257,no,Unbranched,Yes,No,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,6,6,NA,NA,NA,7,93,no,Other,No,No,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,6,6,NA,NA,NA,8,279,no,Branched,Yes,No,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,6,6,NA,NA,NA,9,151,no,Branched,Yes,No,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,6,6,NA,NA,NA,10,73,no,Unbranched,Yes,Yes,1,2,cca,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,6,6,NA,NA,NA,11,66,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,6,6,NA,NA,NA,12,38,no,Branched,Yes,No,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,6,6,NA,NA,NA,13,NA,yes,Other,NA,NA,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,6,6,NA,NA,NA,14,184,no,Branched,Yes,No,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,6,6,NA,NA,NA,15,61,no,Branched,Yes,Yes,1,2,sponge,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,6,6,NA,NA,NA,16,123,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,7,7,NA,NA,NA,1,110,no,Branched,Yes,No,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,7,7,NA,NA,NA,2,54,no,Branched,Yes,Yes,1,2,turf,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,7,7,NA,NA,NA,3,48,no,Branched,No,Yes,1,2,sponge,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,7,7,NA,NA,NA,4,59,no,Other,No,No,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,7,7,NA,NA,NA,5,238,no,Other,Yes,No,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,7,7,NA,NA,NA,6,72,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,7,7,NA,NA,NA,7,154,no,Other,Yes,Yes,1,2,macroalgae,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,7,7,NA,NA,NA,8,64,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,7,7,NA,NA,NA,9,45,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,7,7,NA,NA,NA,10,158,no,Branched,No,No,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,7,7,NA,NA,NA,11,192,no,Branched,Yes,No,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,7,7,NA,NA,NA,12,207,no,Branched,Yes,No,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,7,7,NA,NA,NA,13,189,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,7,7,NA,NA,NA,14,117,no,Branched,Yes,No,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,7,7,NA,NA,NA,15,72,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Southeast,3,9,2-3m,15/4/2019,2019,7,7,NA,NA,NA,16,440,no,Other,Yes,No,NA,NA,NA,NA,NA,
Southeast,2,8,2-3m,16/4/2019,2019,5,5,NA,NA,NA,1,69,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Southeast,2,8,2-3m,16/4/2019,2019,5,5,NA,NA,NA,2,159,no,Branched,Yes,No,NA,NA,NA,NA,NA,
Southeast,2,8,2-3m,16/4/2019,2019,5,5,NA,NA,NA,3,183,no,Branched,Yes,No,NA,NA,NA,NA,NA,
Southeast,2,8,2-3m,16/4/2019,2019,5,5,NA,NA,NA,4,273,no,Branched,Yes,No,NA,NA,NA,NA,NA,
Southeast,2,8,2-3m,16/4/2019,2019,5,5,NA,NA,NA,5,194,no,Branched,Yes,No,NA,NA,NA,NA,NA,
