habitat,site,site_unqiue,depth,date,trip,quadrat,quadrat2,square,depth_mm,number_pieces,piece,widest_span_mm,remove_for_size,morphology_simple,stable,bound,number_bound_to_it,total_pieces_bound,binder_1,binder_2,binder_3,
Reef flat,1,13,2-3m,23/8/2018,2018,2,2,3,90,28,9,133,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,2,2,3,52,NA,10,170,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,2,2,3,NA,NA,11,57,no,Branched,Yes,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,2,2,3,NA,NA,12,60,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,2,2,4,57,20,13,88,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,2,2,4,35,NA,14,90,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,2,2,4,NA,NA,15,31,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,2,2,4,NA,NA,16,91,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,3,3,1,74,33,1,150,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,3,3,1,52,NA,2,54,no,Branched,No,Yes,2,3,old_cemented,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,3,3,1,NA,NA,3,92,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,3,3,1,NA,NA,4,86,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,3,3,2,57,20,5,99,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,3,3,2,31,NA,6,50,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,3,3,2,NA,NA,7,31,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,3,3,2,NA,NA,8,87,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,3,3,3,62,21,9,87,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,3,3,3,25,NA,10,54,no,Unbranched,No,Yes,2,3,old_cemented,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,3,3,3,NA,NA,11,73,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,3,3,3,NA,NA,12,70,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,3,3,4,52,20,13,87,no,Unbranched,Yes,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,3,3,4,70,NA,14,93,no,Branched,Yes,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,3,3,4,NA,NA,15,48,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,3,3,4,NA,NA,16,129,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,4,4,1,29,27,1,29,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,4,4,1,26,NA,2,67,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,4,4,1,NA,NA,3,82,no,Unbranched,Yes,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,4,4,1,NA,NA,4,62,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,4,4,2,17,20,5,67,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,4,4,2,24,NA,6,58,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,4,4,2,NA,NA,7,73,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,4,4,2,NA,NA,8,78,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,4,4,3,47,21,9,96,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,4,4,3,29,NA,10,49,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,4,4,3,NA,NA,11,138,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,4,4,3,NA,NA,12,97,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,4,4,4,28,22,13,141,no,Branched,Yes,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,4,4,4,35,NA,14,170,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,4,4,4,NA,NA,15,24,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,4,4,4,NA,NA,16,41,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,5,5,1,11,19,1,37,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,5,5,1,21,NA,2,45,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,5,5,1,NA,NA,3,48,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,5,5,1,NA,NA,4,130,no,Branched,Yes,Yes,8,9,sponge,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,5,5,2,29,14,5,69,no,Other,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,5,5,2,30,NA,6,63,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,5,5,2,NA,NA,7,45,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,5,5,2,NA,NA,8,89,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,5,5,3,35,20,9,78,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,5,5,3,57,NA,10,220,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,5,5,3,NA,NA,11,158,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,5,5,3,NA,NA,12,140,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,5,5,4,62,23,13,21,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,5,5,4,38,NA,14,159,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,5,5,4,NA,NA,15,105,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,1,13,2-3m,23/8/2018,2018,5,5,4,NA,NA,16,117,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,1,1,1,32,28,1,27,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,1,1,1,12,NA,2,125,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,1,1,1,NA,NA,3,139,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,1,1,1,NA,NA,4,53,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,1,1,2,40,22,5,165,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,1,1,2,43,NA,6,180,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,1,1,2,NA,NA,7,147,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,1,1,2,NA,NA,8,66,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,1,1,3,30,22,9,40,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,1,1,3,32,NA,10,81,no,Unbranched,Yes,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,1,1,3,NA,NA,11,75,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,1,1,3,NA,NA,12,98,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,1,1,4,30,16,13,32,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,1,1,4,15,NA,14,128,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,1,1,4,NA,NA,15,69,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,1,1,4,NA,NA,16,109,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,2,2,1,26,29,1,24,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,2,2,1,21,NA,2,48,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,2,2,1,NA,NA,3,49,no,Unbranched,Yes,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,2,2,1,NA,NA,4,58,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,2,2,2,22,20,5,93,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,2,2,2,42,NA,6,36,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,2,2,2,NA,NA,7,72,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,2,2,2,NA,NA,8,52,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,2,2,3,28,33,9,43,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,2,2,3,35,NA,10,47,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,2,2,3,NA,NA,11,98,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,2,2,3,NA,NA,12,89,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,2,2,4,52,30,13,66,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,2,2,4,36,NA,14,63,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,2,2,4,NA,NA,15,172,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,2,2,4,NA,NA,16,52,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,3,3,1,41,40,1,118,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,3,3,1,50,NA,2,52,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,3,3,1,NA,NA,3,39,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,3,3,1,NA,NA,4,41,no,Branched,Yes,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,3,3,2,26,29,5,48,no,Branched,No,Yes,2,3,old_cemented,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,3,3,2,16,NA,6,109,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,3,3,2,NA,NA,7,81,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,3,3,2,NA,NA,8,52,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,3,3,3,29,20,9,111,no,Branched,Yes,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,3,3,3,39,NA,10,170,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,3,3,3,NA,NA,11,31,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,3,3,3,NA,NA,12,63,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,3,3,4,26,24,13,31,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,3,3,4,28,NA,14,104,no,Unbranched,Yes,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,3,3,4,NA,NA,15,152,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,3,3,4,NA,NA,16,32,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,4,4,1,28,28,1,101,no,Unbranched,No,Yes,2,3,cca,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,4,4,1,44,NA,2,56,no,Unbranched,Yes,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,4,4,1,NA,NA,3,137,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,4,4,1,NA,NA,4,119,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,4,4,2,35,33,5,145,no,Unbranched,Yes,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,4,4,2,54,NA,6,105,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,4,4,2,NA,NA,7,291,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,4,4,2,NA,NA,8,44,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,4,4,3,42,30,9,48,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,4,4,3,23,NA,10,75,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,4,4,3,NA,NA,11,97,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,4,4,3,NA,NA,12,40,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,4,4,4,42,27,13,76,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,4,4,4,25,NA,14,168,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,4,4,4,NA,NA,15,42,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,4,4,4,NA,NA,16,64,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,5,5,1,31,22,1,130,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,5,5,1,16,NA,2,55,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,5,5,1,NA,NA,3,134,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,5,5,1,NA,NA,4,48,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,5,5,2,27,39,5,67,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,5,5,2,40,NA,6,38,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,5,5,2,NA,NA,7,72,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,5,5,2,NA,NA,8,42,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,5,5,3,43,34,9,53,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,5,5,3,20,NA,10,33,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,5,5,3,NA,NA,11,128,no,Unbranched,No,Yes,2,3,serpulid,cca,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,5,5,3,NA,NA,12,57,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,5,5,4,38,30,13,50,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,5,5,4,30,NA,14,115,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,5,5,4,NA,NA,15,52,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,2,14,2-3m,24/8/2018,2018,5,5,4,NA,NA,16,48,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,1,1,1,22,28,1,142,no,Unbranched,Yes,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,1,1,1,28,NA,2,205,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,1,1,1,NA,NA,3,79,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,1,1,1,NA,NA,4,84,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,1,1,2,30,29,5,320,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,1,1,2,49,NA,6,71,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,1,1,2,NA,NA,7,28,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,1,1,2,NA,NA,8,365,no,Unbranched,Yes,Yes,2,3,cca,old_cemented,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,1,1,3,31,35,9,29,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,1,1,3,46,NA,10,120,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,1,1,3,NA,NA,11,143,no,Branched,Yes,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,1,1,3,NA,NA,12,32,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,1,1,4,49,22,13,88,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,1,1,4,15,NA,14,71,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,1,1,4,NA,NA,15,131,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,1,1,4,NA,NA,16,110,no,Branched,Yes,Yes,2,3,old_cemented,cca,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,2,2,1,50,41,1,292,no,Branched,Yes,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,2,2,1,36,NA,2,84,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,2,2,1,NA,NA,3,75,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,2,2,1,NA,NA,4,223,no,Branched,No,Yes,2,3,old_cemented,cca,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,2,2,2,46,45,5,50,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,2,2,2,46,NA,6,119,no,Branched,Yes,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,2,2,2,NA,NA,7,278,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,2,2,2,NA,NA,8,57,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,2,2,3,41,25,9,88,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,2,2,3,65,NA,10,113,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,2,2,3,NA,NA,11,88,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,2,2,3,NA,NA,12,121,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,2,2,4,32,35,13,66,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,2,2,4,33,NA,14,35,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,2,2,4,NA,NA,15,156,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,2,2,4,NA,NA,16,16,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,3,3,1,29,37,1,64,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,3,3,1,35,NA,2,84,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,3,3,1,NA,NA,3,97,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,3,3,1,NA,NA,4,134,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,3,3,2,46,33,5,117,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,3,3,2,68,NA,6,56,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,3,3,2,NA,NA,7,52,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,3,3,2,NA,NA,8,130,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,3,3,3,24,27,9,192,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,3,3,3,40,NA,10,37,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,3,3,3,NA,NA,11,111,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,3,3,3,NA,NA,12,241,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,3,3,4,41,26,13,76,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,3,3,4,56,NA,14,30,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,3,3,4,NA,NA,15,64,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,3,3,4,NA,NA,16,168,no,Branched,Yes,Yes,2,3,old_cemented,sponge,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,4,4,1,30,27,1,31,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,4,4,1,40,NA,2,28,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,4,4,1,NA,NA,3,104,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,4,4,1,NA,NA,4,73,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,4,4,2,43,24,5,54,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,4,4,2,54,NA,6,38,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,4,4,2,NA,NA,7,30,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,4,4,2,NA,NA,8,43,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,4,4,3,55,26,9,55,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,4,4,3,44,NA,10,161,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,4,4,3,NA,NA,11,90,no,Branched,No,Yes,2,3,old_cemented,cca,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,4,4,3,NA,NA,12,92,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,4,4,4,42,35,13,53,no,Branched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,4,4,4,66,NA,14,63,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,4,4,4,NA,NA,15,34,no,Unbranched,No,No,NA,NA,NA,NA,NA,
Reef flat,3,15,2-3m,3/9/2018,2018,4,4,4,NA,NA,16,137,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,4,6-7m,4/4/2019,2019,5,5,NA,NA,NA,1,99,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,4,6-7m,4/4/2019,2019,5,5,NA,NA,NA,2,76,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,4,6-7m,4/4/2019,2019,5,5,NA,NA,NA,3,57,no,Branched,No,Yes,2,3,sponge,NA,NA,
West,1,4,6-7m,4/4/2019,2019,5,5,NA,NA,NA,4,49,no,Branched,No,No,NA,NA,NA,NA,NA,
West,1,4,6-7m,4/4/2019,2019,5,5,NA,NA,NA,5,105,no,Branched,No,No,NA,NA,NA,NA,NA,
